age,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,exam_score,gender_Male,gender_Other,extracurricular_participation_Yes
20,3.3,2.1,2.1,0,99.4,4.4,1.0,6,0,2,3,71.4,1,0,1
22,4.1,2.4,0.8,0,72.7,5.8,1.0,3,2,2,3,66.7,1,0,0
23,3.3,1.9,2.2,0,79.1,6.2,1.0,4,0,1,7,70.9,0,0,0
19,3.9,0.7,0.7,1,88.6,5.7,0.0,1,0,0,1,73.0,0,0,1
18,2.6,2.9,1.1,1,73.0,5.8,2.0,5,1,0,1,53.9,1,0,1
18,0.0,4.6,2.0,1,70.1,8.7,1.0,3,1,1,10,43.4,0,0,0
19,3.3,2.5,2.1,0,63.8,5.5,1.0,1,0,1,3,55.4,0,0,0
23,5.6,2.8,0.5,1,92.2,9.4,1.0,4,1,2,8,100.0,0,0,0
22,4.9,3.3,3.0,0,79.5,7.0,1.0,5,1,1,1,71.8,0,0,0
19,4.9,1.0,2.4,0,100.0,6.6,1.0,1,0,1,10,89.2,1,0,0
21,5.4,4.5,1.0,0,75.1,7.1,1.0,2,0,2,4,83.9,1,0,0
21,3.6,2.7,0.1,0,75.8,9.5,0.0,6,0,1,9,89.1,1,0,0
18,3.8,4.5,1.6,1,79.3,5.3,2.0,3,0,2,4,53.5,1,0,0
20,2.6,1.6,1.3,1,87.4,5.2,2.0,6,1,0,10,72.9,0,0,0
22,3.0,4.7,1.9,0,80.3,5.6,1.0,0,0,1,8,61.0,0,0,0
18,4.4,3.4,1.4,0,91.1,6.5,2.0,1,0,2,7,69.1,1,0,0
20,5.3,3.2,0.0,0,75.2,4.4,2.0,5,0,2,3,77.2,1,0,0
20,3.3,2.8,1.4,1,71.2,6.5,0.0,5,1,1,7,71.9,1,0,0
24,2.8,2.2,1.5,0,67.0,8.5,2.0,3,0,2,7,74.7,0,0,1
21,3.5,3.9,2.5,1,62.8,6.7,2.0,3,0,2,10,74.5,1,0,0
23,4.4,2.7,1.0,0,79.8,6.1,1.0,6,0,1,3,85.4,0,0,0
17,1.3,0.1,3.6,0,82.0,5.8,0.0,5,2,1,2,44.3,1,0,1
23,0.1,1.2,0.0,0,78.7,7.6,0.0,5,0,2,9,53.4,1,0,0
17,2.7,2.3,3.2,1,97.4,5.5,0.0,5,1,1,1,57.4,0,1,1
19,1.7,2.9,1.6,1,97.3,8.7,2.0,1,0,2,7,53.6,0,1,0
21,2.7,2.4,2.7,0,81.7,8.8,1.0,5,0,2,4,58.8,1,0,1
20,3.3,4.0,1.9,0,67.1,6.8,2.0,0,1,2,2,43.5,0,0,0
22,2.8,0.2,3.1,0,79.3,6.5,2.0,5,0,1,2,65.6,0,0,0
17,5.7,2.7,1.4,0,79.0,7.7,2.0,0,2,1,8,89.8,0,0,1
23,4.0,0.3,0.6,0,78.4,7.8,2.0,1,2,2,7,89.5,1,0,0
20,4.0,3.4,3.4,1,78.0,5.5,0.0,3,1,1,7,68.8,0,0,1
17,4.4,2.4,1.7,0,78.5,5.9,1.0,0,1,1,5,76.8,0,0,0
17,1.8,3.0,2.0,0,81.1,4.9,2.0,1,0,1,10,47.5,0,0,0
24,5.1,1.5,3.2,0,78.6,7.0,0.0,5,0,0,8,89.3,1,0,1
17,3.4,4.0,0.7,1,87.1,7.3,0.0,1,2,2,2,62.0,1,0,0
22,4.5,3.8,2.5,0,88.6,4.9,2.0,5,1,1,2,66.1,1,0,1
21,1.9,3.2,1.2,0,75.9,6.0,2.0,6,1,2,5,41.7,0,0,0
22,1.2,2.3,1.7,0,97.7,4.9,1.0,1,0,0,1,28.0,1,0,0
18,4.7,3.2,1.9,0,75.2,5.4,2.0,3,0,2,6,71.0,0,0,0
20,4.1,1.7,0.1,1,68.8,7.2,2.0,0,2,1,4,67.5,0,1,0
21,2.1,3.5,0.9,0,88.8,5.6,1.0,6,0,2,6,63.4,1,0,0
24,2.2,4.5,3.3,0,76.8,6.1,0.0,3,0,2,7,50.2,0,0,0
21,5.2,3.8,2.8,0,88.2,4.5,2.0,2,0,0,3,72.0,1,0,0
21,1.7,1.6,1.7,0,61.0,6.7,1.0,5,1,2,8,67.9,0,0,1
23,6.0,2.9,2.1,1,98.9,6.4,0.0,0,0,1,7,100.0,1,0,0
21,2.1,0.9,1.5,0,91.7,5.6,1.0,3,1,2,1,55.0,0,0,1
24,4.5,3.2,3.3,1,70.0,6.3,2.0,0,0,2,6,59.9,0,0,1
22,3.0,3.0,1.6,0,70.2,6.7,1.0,2,2,2,7,63.2,0,0,0
21,4.4,0.3,2.1,0,100.0,5.5,1.0,4,1,2,4,84.5,0,0,0
19,2.7,1.1,3.1,0,77.6,4.7,1.0,5,0,1,2,50.8,0,0,0
20,3.3,2.2,0.9,0,76.7,8.7,2.0,5,1,0,10,94.0,0,0,0
21,3.6,2.1,3.5,1,62.3,5.7,0.0,1,0,1,9,65.6,0,0,0
20,2.0,1.0,0.1,0,81.5,6.4,1.0,5,0,1,7,61.7,0,0,0
19,4.6,3.0,3.6,0,82.7,7.7,2.0,5,2,2,1,66.0,1,0,1
19,2.7,2.8,1.4,1,92.2,10.0,0.0,3,0,1,8,86.9,0,0,0
20,3.2,2.3,1.5,0,71.0,5.0,2.0,6,0,2,3,59.6,0,0,0
17,2.0,1.6,0.0,0,69.8,7.0,2.0,5,0,1,4,49.1,0,0,0
18,0.0,3.8,1.3,1,89.5,5.7,2.0,5,0,1,5,31.1,1,0,0
23,3.2,4.5,0.7,0,95.1,5.9,1.0,2,2,2,1,45.7,0,0,0
17,7.1,1.9,1.1,1,69.3,5.6,2.0,6,0,1,6,100.0,1,0,0
17,4.7,1.8,1.6,0,95.8,5.1,2.0,2,2,2,10,81.1,0,0,0
22,3.5,3.1,2.9,1,85.4,6.5,2.0,0,2,1,6,55.1,1,0,0
23,3.1,2.1,2.0,0,95.9,4.7,0.0,0,0,2,2,53.3,0,0,0
23,3.5,2.3,2.1,0,84.3,7.6,2.0,5,0,0,10,89.1,0,1,1
17,4.3,3.4,0.6,0,59.8,6.6,1.0,5,2,1,6,77.3,1,0,1
21,1.7,0.2,0.8,0,83.5,7.0,0.0,1,0,2,8,56.4,0,1,1
22,5.2,4.1,3.8,0,95.6,5.9,1.0,0,0,2,6,76.1,1,0,0
22,4.6,2.6,1.0,0,76.1,6.1,2.0,3,0,1,4,74.6,0,0,0
19,4.6,2.0,3.6,1,81.1,6.8,1.0,5,1,1,4,83.0,0,0,0
24,4.2,2.4,1.5,0,83.2,5.1,1.0,3,1,1,9,85.9,0,0,1
23,3.5,2.5,1.8,0,56.0,6.1,2.0,5,0,1,6,64.5,0,0,0
17,4.5,0.4,3.0,0,100.0,5.5,1.0,3,0,2,8,91.9,0,0,0
19,4.4,4.3,3.2,0,76.0,5.4,2.0,4,2,2,8,74.6,1,0,0
20,3.0,2.5,1.7,0,90.1,4.0,1.0,3,1,0,7,70.9,1,0,0
18,2.6,3.0,1.4,0,84.1,8.1,1.0,6,1,1,3,66.7,0,0,0
24,3.7,3.6,1.7,0,97.6,5.7,2.0,0,1,2,10,77.4,0,0,1
24,5.8,1.3,2.2,1,89.1,7.9,2.0,5,0,1,1,99.0,0,0,1
24,1.6,3.1,2.8,0,82.7,7.8,1.0,0,1,2,5,43.5,0,0,1
22,1.3,2.2,1.8,0,76.1,5.0,2.0,6,0,0,10,53.4,1,0,0
20,3.7,3.5,2.5,0,93.0,5.2,0.0,6,0,2,10,81.0,0,0,1
24,3.6,0.0,3.6,0,66.3,9.6,1.0,3,1,1,2,66.2,1,0,0
20,3.8,2.4,2.2,1,91.5,8.6,1.0,2,0,2,10,88.0,0,0,0
21,3.9,1.8,2.1,0,74.0,6.5,0.0,2,2,1,2,64.4,1,0,0
24,3.2,3.0,0.1,0,97.5,6.8,1.0,6,0,1,7,82.4,1,0,0
18,5.7,3.1,0.0,1,86.6,5.7,1.0,2,2,2,3,80.9,1,0,1
20,1.1,1.7,2.2,0,91.4,7.0,0.0,5,2,0,8,59.6,1,0,0
20,2.3,1.6,1.7,1,85.8,5.6,1.0,1,0,1,9,56.2,0,0,0
18,3.3,2.4,1.2,0,67.5,4.1,1.0,4,1,1,8,72.5,1,0,1
24,1.0,1.4,2.1,1,76.4,4.9,1.0,3,0,1,6,47.6,1,0,0
18,3.2,3.5,1.7,0,91.7,6.5,2.0,1,2,2,5,63.6,1,0,0
20,6.0,2.1,3.0,0,86.7,5.1,2.0,2,0,2,3,85.3,1,0,0
18,3.5,0.0,1.9,0,96.8,6.4,1.0,3,1,0,3,71.8,1,0,0
20,3.8,2.1,1.0,0,89.0,5.2,2.0,1,0,2,7,70.9,1,0,0
20,1.6,1.3,2.9,0,75.3,5.6,2.0,0,0,1,5,41.7,0,0,0
21,2.6,0.5,1.6,0,77.0,7.5,1.0,2,0,2,6,76.1,0,0,1
17,2.9,1.0,2.4,1,86.0,6.8,0.0,1,0,1,6,65.9,0,0,1
20,3.0,2.6,1.3,0,61.9,6.5,2.0,5,1,2,9,64.4,1,0,1
24,5.4,4.1,1.1,1,100.0,7.6,1.0,0,1,1,1,69.7,1,0,0
19,4.3,2.9,1.9,0,89.4,7.1,2.0,2,1,1,8,74.9,0,0,0
